
mid Time 1 taken is 1.339979 core
mid Time 1 taken is 0.047653 maxlab
mid Time 1 taken is 0.000017 sigmalbeforetime
mid Time 1 taken is 0.145414 sigma
mid Time 1 taken is 0.000008 inv
mid Time 1 taken is 0.000032 kseed
mid Time 2 taken is 1.087653 core
mid Time 2 taken is 0.045524 maxlab
mid Time 2 taken is 0.000005 sigmalbeforetime
mid Time 2 taken is 0.140387 sigma
mid Time 2 taken is 0.000009 inv
mid Time 2 taken is 0.000032 kseed
mid Time 3 taken is 1.489395 core
mid Time 3 taken is 0.078278 maxlab
mid Time 3 taken is 0.000011 sigmalbeforetime
mid Time 3 taken is 0.089033 sigma
mid Time 3 taken is 0.000005 inv
mid Time 3 taken is 0.000018 kseed
mid Time 4 taken is 0.957325 core
mid Time 4 taken is 0.056014 maxlab
mid Time 4 taken is 0.000007 sigmalbeforetime
mid Time 4 taken is 0.123620 sigma
mid Time 4 taken is 0.000005 inv
mid Time 4 taken is 0.000019 kseed
mid Time 5 taken is 0.916660 core
mid Time 5 taken is 0.036849 maxlab
mid Time 5 taken is 0.000016 sigmalbeforetime
mid Time 5 taken is 0.084752 sigma
mid Time 5 taken is 0.000004 inv
mid Time 5 taken is 0.000015 kseed
mid Time 6 taken is 1.343161 core
mid Time 6 taken is 0.093018 maxlab
mid Time 6 taken is 0.000011 sigmalbeforetime
mid Time 6 taken is 0.087523 sigma
mid Time 6 taken is 0.000005 inv
mid Time 6 taken is 0.000018 kseed
mid Time 7 taken is 1.126107 core
mid Time 7 taken is 0.020723 maxlab
mid Time 7 taken is 0.000006 sigmalbeforetime
mid Time 7 taken is 0.084716 sigma
mid Time 7 taken is 0.000004 inv
mid Time 7 taken is 0.000018 kseed
mid Time 8 taken is 1.071003 core
mid Time 8 taken is 0.020757 maxlab
mid Time 8 taken is 0.000005 sigmalbeforetime
mid Time 8 taken is 0.094875 sigma
mid Time 8 taken is 0.000005 inv
mid Time 8 taken is 0.000018 kseed
mid Time 9 taken is 0.840965 core
mid Time 9 taken is 0.020769 maxlab
mid Time 9 taken is 0.000005 sigmalbeforetime
mid Time 9 taken is 0.084673 sigma
mid Time 9 taken is 0.000005 inv
mid Time 9 taken is 0.000018 kseed
mid Time 10 taken is 0.987584 core
mid Time 10 taken is 0.021010 maxlab
mid Time 10 taken is 0.000006 sigmalbeforetime
mid Time 10 taken is 0.084701 sigma
mid Time 10 taken is 0.000005 inv
mid Time 10 taken is 0.000018 kseed
end Time 850 32760 taken is 0.009596 count
end Time 2559 32781 taken is 0.000001 dxy4
end Time 2559 32781 taken is 0.000000 threadcount
end Time 2559 32781 taken is 0.052537 core
end Time 2559 32781 taken is 0.032008 count
end Time 84 32839 taken is 0.000000 dxy4
end Time 84 32839 taken is 0.000000 threadcount
end Time 84 32839 taken is 0.079455 core
end Time 84 32839 taken is 0.032002 count
end Time 680 32839 taken is 0.000000 dxy4
end Time 680 32839 taken is 0.000000 threadcount
end Time 680 32839 taken is 0.055989 core
end Time 680 32839 taken is 0.032002 count
end Time 758 32880 taken is 0.000000 dxy4
end Time 758 32880 taken is 0.000000 threadcount
end Time 758 32880 taken is 0.047611 core
end Time 758 32880 taken is 0.032007 count
end Time 843 32885 taken is 0.000000 dxy4
end Time 843 32885 taken is 0.000000 threadcount
end Time 843 32885 taken is 0.047940 core
end Time 843 32885 taken is 0.028006 count
end Time 1357 33381 taken is 0.000000 dxy4
end Time 1357 33381 taken is 0.000000 threadcount
end Time 1357 33381 taken is 0.046803 core
end Time 1357 33381 taken is 0.000163 count
end Time 1989 33395 taken is 0.000000 dxy4
end Time 1989 33395 taken is 0.000000 threadcount
end Time 1989 33395 taken is 0.030413 core
end Time 1989 33395 taken is 0.000025 count
end Time 798 33420 taken is 0.000000 dxy4
end Time 798 33420 taken is 0.000000 threadcount
end Time 798 33420 taken is 0.030341 core
end Time 798 33420 taken is 0.000022 count
Time taken is 0.876832
Time taken is 1.546565 0.669733 DetectLabEdges
Time taken is 1.546863 0.000298 GetLABXYSeeds_ForGivenK
Time taken is 1.546863 0.000000 PerformSuperpixelSegmentation_VariableSandM 31
Time taken is 1.546863 0.000000 PerformSuperpixelSegmentation_VariableSandM 32
Time taken is 1.546890 0.000026 PerformSuperpixelSegmentation_VariableSandM 33
Time taken is 3.175199 1.628309 PerformSuperpixelSegmentation_VariableSandM
Time taken is 15.902985 12.727786 PerformSuperpixelSegmentation_VariableSandM 循环
Time taken is 15.903014 0.000030 EnforceLabelConnectivity	numlable
Time taken is 20.934320 5.031305 EnforceLabelConnectivity	xvec yvec
Time taken is 32.632990 11.698670 EnforceLabelConnectivity iteration
Time taken is 32.750421 0.117431 EnforceLabelConnectivity klabelsComputing time=32750 ms
There are 0 points' labels are different from original file.
